5bf817d6e2c9ae000169b342,1.51
5a0459c1b921bc0001e1b838,1.55
59ad8df15e7f4800010eefc9,1.77
5bc54ee0ee01b70001b0b3cc,1.62
5a84b912000dab00018c98a9,1.58
5a79004d17ef350001701784,1.58
5c2547cbc93fd700018435da,1.60
5c76e34d3c7f160016677e7e,1.46
5c80274ca1d1b10016c74e01,1.64
57fb71185babd2000141049a,1.56
58c565298a3f870001c0e70d,1.53
55b66e89fdf99b26b999cbba,1.62
5bdbde7b19b9ba000157b6f4,1.54
5c85010127f8cb0016c93b02,1.55
5c1a80f7b7d60a0001ddb522,1.73
562a00dac8ffc20012513fbe,1.53
5c124bf00c56ed00019e4e5c,1.75
5b1d7ec9d4ea6b00017a5a65,1.53
5bcdb99f3a99c4000153d33c,1.60
5b45113dcd6a5500018c5dd0,1.63
5bc2e0ec4f3bfd00012e97b5,1.56
5c0682910ac58a00011568a5,1.70
5c4867155707c80001efd958,1.73
5af1773a5bbd0b00015ec658,1.50
5aeabb67ba2926000102f644,1.71
5bfad1015e4e9900014f3ace,1.50
5981d55b04ebec0001aaadde,1.59
5c3cde9bef1d0d0001b2476e,1.81
5c70e9a11384ee00011156c2,1.61
5b8133ba0d65aa00014d5e1f,1.53
5c86931597d50d0015d80974,1.65
5c1b822abdb7e80001834a09,1.63
5c2f7b979d4e37000103fd7f,1.46
5c50cd6cd5f934000198d5d6,1.63
5c7509f0cd40bd0018cb5e07,1.68
59539359e59b950001b512b7,1.72
5c518a71172b6c000177c11d,1.61
5c6737148654fe00018d4cdd,1.63
5c2cdb4e213a1a0001b9c475,1.70
5c196bce5ead950001bda707,1.67
5bc623acd2bea100010c808e,1.66
5beaf97b6e4d9c000143eec3,1.65
5c3a01aabc64440001342b41,1.63
5a64a97663394a0001556331,1.75
5c0a8b80b4d28b0001991af1,1.66
5b9ec956c8a17f000171f7ad,1.69
5c49c9c5d9326c0001f3effe,1.70
5c575b1b53fba80001bd3288,1.71
5c5924c553fba80001bd7ad9,1.49
5a73899f9cdd1800017786f0,1.66
5c62fbd932207f00016bd19e,1.40
5c4b45ee88975200015655ad,1.64
5b1e7a55c813a60001480313,1.64
57533f7c483c14000662f391,1.64
5c5739edb45c6600010b73e9,1.58
5c377d7c10ecc800013b82d6,1.53
5c824055d6a29e00172ee0fb,1.71
5b59aff31ba83d000161089f,1.70
5c67326b50b03c00012bb908,1.56
5bee2c3fc998f000011f809f,1.60
5c00629a8acfed00011af979,1.70
5c7d6ca9b3af1b0015983dcc,1.74
5b7462a6960d2300015f99bc,1.66
5b1d557444127b00013fec9e,1.65
5bfda58206c0910001be3d14,1.63
5a69257731b87a0001c76293,1.62
5bfe00d76fe16d0001675bb1,1.50
5c11f3face422b0001d69416,1.71
5c2f6f539024a9000198f705,1.69
5c5f1e73ad90be00010286fe,1.57
5bfb235518430e0001867abd,1.56
5c51b115551b4a000153d6ae,1.74
5b06e585b10e580001a3a757,1.67
5a3adffa05f005000104d2aa,1.54
5bfc61f08b798e0001af7901,1.69
5bc8dc6f55f2fc0001391eaa,1.69
5beb0d9d7569230001f88b7c,1.69
5c32116524d16c00015b106c,1.66
5c0809c17e252a00016f04fd,1.69
58fc6017ee99a700012ce5d8,1.52
5c0bc3fc11d18f000198dc22,1.69
5c5897a540adc10001deb9f4,1.63
5bdca5daee217b000124773b,1.50
5c014519c03b1a0001e24cf8,1.55
5b16d6a944127b00013f7460,1.68
5b45b9e00a4da000018a022a,1.51
5c38aea64353c20001241622,1.68
5c6356b32c4f7600018e1955,1.75
5a9ac3b989de8200013f0810,1.62
5588d7a1fdf99b304ee56840,1.58
55a2159bfdf99b3cec08f1a9,1.71
5c3f00de1580e9000122ecb5,1.75
5c37a9becae26e0001321e7c,1.56
5c43cfbf89f63e000179ebbb,1.67
5c58b3790490200001896022,1.56
5b222aff59f9620001c109cb,1.47
5c64ab0d8d92a20001848c45,1.71
5c72c2c2bd8e0000017307b3,1.62
5a993b151eda410001365a23,1.60
59d9feb850f88f000161ebf5,1.78
5c70ec511917dc000153cf3b,1.71
